epoch,train_loss,val_loss,val_acc,precision,recall,f1_score
1,0.3491908316118402,0.1858272537741509,0.9430815475613303,0.9363918844818132,0.9554270794479672,0.9458137173451491
2,0.16743033610232477,0.1100842694090971,0.9674197614661108,0.9653703703703703,0.9722118612458038,0.9687790373536518
3,0.1129204801131434,0.12084282112883907,0.9647047415882867,0.9669282511210763,0.9651249533756061,0.9660257606869517
4,0.09791722774041126,0.1261172346069269,0.9636381266362843,0.9786907275868689,0.9507646400596792,0.9645255888752247
5,0.09426209718098773,0.09954918036287028,0.9679045864442936,0.9775963546610974,0.9602760164117866,0.9688587825759714
6,0.11687998938940618,0.09989242888333251,0.9691651313875691,0.9719311377245509,0.9686684073107049,0.9702970297029703
7,0.08571404991923623,0.10342191844386804,0.9699408513526617,0.9707417070443534,0.9714658709436778,0.97110365398956
8,0.08205121478430882,0.11860177659735836,0.9630563366624648,0.956386292834891,0.973330846698993,0.9647841759866901
9,0.06704808293982684,0.11074312538064603,0.9669349364879278,0.9702191421614534,0.9660574412532638,0.9681338192692271
10,0.06114428084581364,0.15956442639510546,0.9545234170464463,0.9367970005356187,0.9785527788138754,0.9572197391225029
11,0.05741036012043252,0.11543761610964574,0.9663531465141084,0.9606834466286974,0.9751958224543081,0.9678852383155946
12,0.04577390248356465,0.11604238237579151,0.9662561815184718,0.9628877400295421,0.9725848563968669,0.9677120059380219
